customerID,risk_score,ensemble_probability,gb_probability,rf_probability,lr_probability,risk_level,monthly_revenue,annual_revenue_risk,tenure_months,contract_type,payment_method,actual_churn,priority_rank,churn_drivers,recommended_action
8779-QRDMV,90.0,0.9003,0.9031,0.8917,0.9061,Critical,39.65,475.8,1,Month-to-month,Electronic check,1,41,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
9885-CSMWE,90.0,0.9004,0.8869,0.9193,0.9059,Critical,78.45,941.4,1,Month-to-month,Electronic check,1,42,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
0781-LKXBR,90.0,0.8999,0.8643,0.9338,0.9378,Critical,100.5,1206.0,9,Month-to-month,Electronic check,1,43,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
8058-INTPH,89.9,0.8985,0.8759,0.9329,0.9036,Critical,79.65,955.8,1,Month-to-month,Electronic check,1,44,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
1833-VGRUM,89.8,0.8977,0.8817,0.906,0.9255,Critical,74.2,890.4,1,Month-to-month,Electronic check,1,45,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2012-NWRPA,89.8,0.8983,0.8667,0.9248,0.9378,Critical,99.55,1194.6,11,Month-to-month,Electronic check,1,46,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
3178-FESZO,89.8,0.8981,0.9118,0.9044,0.8544,Critical,100.25,1203.0,1,Month-to-month,Credit card (automatic),1,47,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2446-BEGGB,89.8,0.8977,0.8576,0.9373,0.9386,Critical,98.25,1179.0,6,Month-to-month,Electronic check,1,48,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
5494-HECPR,89.8,0.8977,0.8759,0.9322,0.9004,Critical,80.25,963.0,1,Month-to-month,Electronic check,1,49,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
5960-WPXQM,89.8,0.8975,0.8726,0.9336,0.9055,Critical,79.05,948.6,1,Month-to-month,Electronic check,1,50,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
9223-UCPVT,89.8,0.8984,0.8688,0.9428,0.906,Critical,94.4,1132.8,1,Month-to-month,Electronic check,1,51,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2720-WGKHP,89.8,0.8975,0.8474,0.9449,0.9519,Critical,94.0,1128.0,2,Month-to-month,Electronic check,1,52,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
6513-EECDB,89.8,0.8984,0.8785,0.9132,0.9259,Critical,73.55,882.6,1,Month-to-month,Electronic check,1,53,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
8740-CRYFY,89.8,0.8976,0.8726,0.9337,0.9061,Critical,78.95,947.4,1,Month-to-month,Electronic check,1,54,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
8473-VUVJN,89.7,0.897,0.8785,0.9079,0.9268,Critical,73.65,883.8,1,Month-to-month,Electronic check,1,55,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
8603-IJWDN,89.7,0.897,0.867,0.9331,0.9179,Critical,86.6,1039.2,1,Month-to-month,Electronic check,1,56,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
9300-RENDD,89.6,0.8957,0.8726,0.9308,0.9008,Critical,79.95,959.4,1,Month-to-month,Electronic check,1,57,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2506-TNFCO,89.6,0.8958,0.866,0.9435,0.899,Critical,69.55,834.6,1,Month-to-month,Electronic check,1,58,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
6496-SLWHQ,89.6,0.8964,0.8611,0.9283,0.937,Critical,105.0,1260.0,3,Month-to-month,Electronic check,1,59,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2514-GINMM,89.6,0.8962,0.8726,0.9308,0.9032,Critical,79.5,954.0,1,Month-to-month,Electronic check,1,60,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
1761-AEZZR,89.6,0.8961,0.8726,0.9308,0.9029,Critical,79.55,954.6,1,Month-to-month,Electronic check,1,61,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
0495-RVCBF,89.6,0.8961,0.8712,0.9338,0.9019,Critical,79.7,956.4,1,Month-to-month,Electronic check,1,62,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
1415-YFWLT,89.5,0.8949,0.8656,0.9146,0.9387,Critical,89.3,1071.6,1,Month-to-month,Electronic check,1,63,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
1455-UGQVH,89.5,0.8946,0.8652,0.9198,0.9303,Critical,98.5,1182.0,10,Month-to-month,Electronic check,1,64,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
3049-SOLAY,89.5,0.8949,0.8558,0.9327,0.9361,Critical,95.2,1142.4,3,Month-to-month,Electronic check,1,65,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
8884-ADFVN,89.4,0.8944,0.857,0.9303,0.9341,Critical,101.95,1223.4,7,Month-to-month,Electronic check,1,66,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
7851-WZEKY,89.4,0.8942,0.8492,0.9392,0.9393,Critical,95.15,1141.8,2,Month-to-month,Electronic check,1,67,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2868-MZAGQ,89.4,0.894,0.8678,0.9316,0.9031,Critical,79.25,951.0,1,Month-to-month,Electronic check,1,68,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
9124-LHCJQ,89.4,0.8942,0.8772,0.9249,0.8904,Critical,85.45,1025.4,1,Month-to-month,Mailed check,1,69,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
9057-SIHCH,89.4,0.894,0.8558,0.9326,0.9318,Critical,96.6,1159.2,3,Month-to-month,Electronic check,1,70,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
5597-GLBUC,89.3,0.8935,0.8663,0.9327,0.9027,Critical,85.45,1025.4,1,Month-to-month,Electronic check,1,71,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
7206-GZCDC,89.3,0.8926,0.8598,0.9408,0.9024,Critical,69.25,831.0,1,Month-to-month,Electronic check,1,72,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
4415-IJZTP,89.2,0.8922,0.872,0.9151,0.9083,Critical,74.5,894.0,1,Month-to-month,Electronic check,1,73,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
5834-ASPWA,89.2,0.892,0.8687,0.924,0.9022,Critical,75.45,905.4,1,Month-to-month,Electronic check,1,74,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
1157-BQCUW,89.2,0.8917,0.8687,0.9212,0.9049,Critical,74.95,899.4,1,Month-to-month,Electronic check,1,75,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
9787-XVQIU,89.2,0.8922,0.8687,0.924,0.903,Critical,75.3,903.6,1,Month-to-month,Electronic check,1,76,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
3811-VBYBZ,89.2,0.8922,0.8621,0.9265,0.916,Critical,99.8,1197.6,7,Month-to-month,Electronic check,1,77,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
8816-VXNZD,89.2,0.8922,0.872,0.9173,0.9053,Critical,75.1,901.2,1,Month-to-month,Electronic check,1,78,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
8375-DKEBR,89.2,0.8924,0.8598,0.9412,0.9005,Critical,69.6,835.2,1,Month-to-month,Electronic check,1,79,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
4871-JTKJF,89.2,0.8923,0.8598,0.9412,0.9003,Critical,69.65,835.8,1,Month-to-month,Electronic check,1,80,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2636-ALXXZ,89.2,0.8924,0.8598,0.9412,0.9005,Critical,69.6,835.2,1,Month-to-month,Electronic check,1,81,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
7120-RFMVS,89.1,0.891,0.861,0.9287,0.9092,Critical,84.5,1014.0,1,Month-to-month,Electronic check,1,82,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
1452-VOQCH,89.1,0.8914,0.8687,0.9208,0.9041,Critical,75.1,901.2,1,Month-to-month,Electronic check,0,83,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
5550-VFRLC,89.1,0.891,0.8598,0.9377,0.8992,Critical,69.85,838.2,1,Month-to-month,Electronic check,1,84,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
6358-LYNGM,89.1,0.8914,0.8687,0.9202,0.9051,Critical,74.9,898.8,1,Month-to-month,Electronic check,1,85,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2865-TCHJW,89.1,0.891,0.8534,0.9228,0.937,Critical,89.2,1070.4,4,Month-to-month,Electronic check,1,86,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
5539-TMZLF,89.0,0.89,0.8562,0.9407,0.8985,Critical,69.75,837.0,1,Month-to-month,Electronic check,1,87,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2725-KXXWT,89.0,0.8905,0.8576,0.9279,0.9167,Critical,90.75,1089.0,1,Month-to-month,Electronic check,1,88,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
8062-YBDOE,89.0,0.8903,0.8562,0.9413,0.899,Critical,69.65,835.8,1,Month-to-month,Electronic check,1,89,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
1400-MMYXY,89.0,0.8897,0.8663,0.8987,0.9347,Critical,105.9,1270.8,3,Month-to-month,Electronic check,1,90,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
3389-YGYAI,89.0,0.8901,0.8652,0.9065,0.9281,Critical,105.5,1266.0,8,Month-to-month,Electronic check,1,91,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
8000-REIQB,89.0,0.8899,0.8598,0.9344,0.8986,Critical,69.95,839.4,1,Month-to-month,Electronic check,1,92,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
7274-RTAPZ,88.9,0.8889,0.8511,0.9317,0.9192,Critical,90.55,1086.6,1,Month-to-month,Electronic check,1,93,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2777-PHDEI,88.9,0.8892,0.8707,0.92,0.8891,Critical,78.05,936.6,1,Month-to-month,Electronic check,1,94,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
6702-OHFWR,88.7,0.8871,0.8964,0.8655,0.8963,Critical,43.3,519.6,1,Month-to-month,Electronic check,1,95,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
6230-BSUXY,88.7,0.8872,0.8508,0.9258,0.9202,Critical,85.0,1020.0,1,Month-to-month,Electronic check,1,96,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2968-SSGAA,88.7,0.887,0.8534,0.918,0.9243,Critical,100.6,1207.2,10,Month-to-month,Electronic check,1,97,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
5797-APWZC,88.6,0.8863,0.8533,0.9326,0.8992,Critical,90.6,1087.2,1,Month-to-month,Electronic check,1,98,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
4695-WJZUE,88.6,0.8859,0.8337,0.9353,0.9425,Critical,88.55,1062.6,2,Month-to-month,Electronic check,1,99,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
7294-TMAOP,88.6,0.8857,0.8533,0.9305,0.8995,Critical,90.55,1086.6,1,Month-to-month,Electronic check,1,100,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
7503-ZGUZJ,88.6,0.8861,0.8554,0.9311,0.8953,Critical,84.65,1015.8,1,Month-to-month,Mailed check,1,101,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
7594-RQHXR,88.5,0.8854,0.8615,0.9277,0.8819,Critical,79.6,955.2,1,Month-to-month,Electronic check,1,102,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
0021-IKXGC,88.4,0.8837,0.8607,0.8885,0.9338,Critical,72.1,865.2,1,Month-to-month,Electronic check,0,103,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
